Accession,Accession_all,Peptide count,Peptides used for quantitation,Confidence score,Anova (p),Max fold change,Highest mean condition,Lowest mean condition,Description,WT Cntl 1,WT Cntl 2,WT Cntl 3,WT Cntl 4,WT cold 1,WT cold 2,WT cold 3,WT cold 4,fum2 Cntl 1,fum2 Cntl 2,fum2 Cntl 3,fum2 Cntl 4,fum2 Cold 1,fum2 Cold 2,fum2 Cold 3,fum2 Cold 4,AVG WT Cont.,SE WT cont,AVG WT Cold,SE WT cold,AVG fum2 Cntl,SE fum2 cont,AVG fum2 Cold,SE fum2 cold,Pval WT ,F.C. WT,Pval fum2,F.C. fum2,Pval WT*fum2 Cold,F.C. WT Cold*fum2 Cold,Pval WT*fum2 Cntl,FC WT/fum2 Cntl,Pval fum2 Cold/ WT Cont. ,FC fum2 Cold/ WT Cont. ,Sig. change in WT or fum2?
AT3G25530,AT3G25530.1;AT3G25530.2,14,8,677.91,0.087599951,1.210667241,WT cold,fum2 cold,glyoxylate reductase 1 | chr3:9271949-9273514 REVERSE LENGTH=289,229585.4478,253531.713,239082.6339,251873.4271,374818.9713,369917.7856,423540.2244,419127.3512,146959.1881,135828.1587,132116.7422,144530.4304,181684.9208,175431.3988,178794.2233,193524.4426,243518.3054,5655.941512,396851.0831,14199.05762,139858.6298,3516.925379,182358.7464,3935.106742,5.68678E-05,1.629656064,0.000196166,1.303879114,6.59117E-06,2.176210854,4.4532E-06,1.741174683,0.000113804,0.74885026,TRUE
AT1G17650,AT1G17650.1,11,6,464.62,0.00710314,2.624545498,fum2 control,WT cold,glyoxylate reductase 2 | chr1:6069594-6071964 REVERSE LENGTH=358,1168142.674,1101118.914,991398.3672,875440.2802,808974.542,1197037.781,1269906.414,1244388.402,1407235.832,1328808.41,602183.8592,985106.9086,1001642.539,1138800.427,937468.5393,1012273.611,1034025.059,64197.14881,1130076.785,108093.2839,1080833.752,184006.1359,1022546.279,42126.53828,0.473821916,1.092891101,0.767929187,0.94607175,0.38974528,1.105159549,0.818180168,0.956692051,0.886063262,0.988898934,FALSE
AT1G63660,AT1G63660.1;AT1G63660.2,16,4,219.14,2.28E-05,1.921395963,fum2 control,fum2 cold,"GMP synthase (glutamine-hydrolyzing), putative / glutamine amidotransferase, putative | chr1:23604127-23607080 REVERSE LENGTH=534",33217.87437,30638.59282,28560.62712,30570.6991,30098.262,32708.52716,32243.79798,27652.96032,18043.48085,14292.15407,15935.64773,22055.57312,12026.91494,12428.81452,15654.72991,13824.49244,30746.94835,954.3008172,30675.88687,1156.925063,17581.71394,1677.284084,13483.73795,819.7823097,0.963745689,0.997688828,0.070580254,0.766918288,1.91259E-05,2.275028407,0.000486749,1.748802674,9.31158E-06,0.438539064,FALSE
AT5G39500,AT5G39500.1,15,4,108.04,0.004204928,2.976732948,WT cold,fum2 control,GNOM-like 1 | chr5:15815274-15819910 FORWARD LENGTH=1443,5211.387735,6127.395869,4221.897351,11414.36842,21244.89239,18016.74845,15541.87022,14407.20194,1251.041814,2202.089956,3924.874336,1742.176788,4190.633668,2819.452076,5844.852659,3163.38129,6743.762343,1604.744105,17302.67825,1514.793071,2280.045724,581.6420939,4004.579924,679.0534401,0.003047808,2.565730726,0.1020158,1.756359481,0.000201955,4.320722419,0.039847043,2.957731186,0.167014128,0.593819847,TRUE
AT5G14950,AT5G14950.1,12,6,100.74,0.730867137,1.270130964,fum2 control,fum2 cold,golgi alpha-mannosidase II | chr5:4837484-4841792 REVERSE LENGTH=1173,36123.94235,18559.61863,52363.78211,83389.30699,101812.7969,67426.62679,72656.82845,60217.80297,46091.36802,31336.61113,31864.37974,22247.68983,53761.60833,39976.99714,40119.04003,18869.30091,47609.16252,13779.85071,75528.51378,9124.913489,32885.01218,4924.426343,38181.7366,7203.463752,0.142123719,1.586428111,0.566085701,1.161068039,0.018310014,1.978131968,0.353156362,1.447746538,0.566531197,0.80198295,FALSE
AT5G66030,AT5G66030.1,22,4,174.41,0.2731082,3.529121476,WT control,WT cold,Golgi-localized GRIP domain-containing protein | chr5:26405133-26409888 REVERSE LENGTH=788,386847.3967,166474.9181,244923.0166,23876.60528,177031.9541,14004.94085,13209.72516,126691.9602,128626.3796,66785.33148,23228.40963,110190.6988,18281.31699,93201.99568,111913.5749,137422.2573,205530.4842,75801.85977,82734.64508,41212.5737,82207.70488,23548.08588,90204.78622,25629.94631,0.204529338,0.402541966,0.825905949,1.097278976,0.882718313,0.917186865,0.17125651,2.500136507,0.199594416,0.438887626,FALSE
AT1G02120,AT1G02120.1,14,6,135.44,0.640733244,2.549728002,WT control,fum2 cold,GRAM domain family protein | chr1:395761-399720 FORWARD LENGTH=598,22680.09603,169551.1302,23402.02422,14287.99786,43571.82715,25795.02085,23071.22405,36244.11025,48353.80988,11852.76981,15220.01733,13304.02296,24548.08924,13823.14552,18022.5307,15466.556,57480.31207,37414.15621,32170.54558,4743.66348,22182.65499,8750.925218,17965.08037,2358.275406,0.527131282,0.559679383,0.658087927,0.809870612,0.036461882,1.790726505,0.393715554,2.59122779,0.33243774,0.312543195,FALSE
AT1G47128,AT1G47128.1,11,6,693.6,0.026306789,1.478846313,WT control,WT cold,Granulin repeat cysteine protease family protein | chr1:17283139-17285609 REVERSE LENGTH=462,1000075.906,701812.387,591114.9044,679402.3747,686998.0748,730629.0368,706067.324,824403.5854,471479.887,341457.4239,352737.1106,451616.5212,452240.081,388332.5597,366761.9082,452925.7164,743101.3929,88927.93891,737024.5053,30464.45535,404322.7357,33366.53672,415065.0663,22104.35954,0.950555288,0.991822263,0.797383499,1.026568703,0.000140081,1.77568426,0.011829984,1.837891683,0.011645122,0.558557783,FALSE
AT5G43060,AT5G43060.1,11,6,214.35,0.00138886,2.183426922,WT control,fum2 cold,Granulin repeat cysteine protease family protein | chr5:17269784-17272117 REVERSE LENGTH=463,42444.70511,41758.42046,46520.0278,45723.77278,34234.4042,52828.03483,41432.19386,22565.21257,14494.88836,23965.15902,25506.40896,29775.19678,15918.92124,16006.16368,15291.65156,18054.48713,44111.73154,1180.240724,37764.96136,6349.816098,23435.41328,3223.552574,16317.8059,600.3668506,0.363710011,0.856120584,0.07299395,0.696288378,0.015180603,2.314340641,0.000945251,1.88226813,7.61781E-07,0.369919868,FALSE
AT3G56460,AT3G56460.1,8,4,229.89,0.185900862,1.362801228,WT cold,WT control,GroES-like zinc-binding alcohol dehydrogenase family protein | chr3:20933029-20934425 REVERSE LENGTH=348,27279.23353,25882.88259,37161.5625,30071.06178,72980.48361,53948.02875,49157.65411,59317.62683,24670.52075,15850.53637,22073.09153,17999.41506,31356.60966,30624.07738,23649.48971,30612.64803,30098.6851,2510.101228,58850.94832,5146.682827,20148.39093,1984.182905,29060.7062,1812.114084,0.002401172,1.955266422,0.016071174,1.442333847,0.001573005,2.025103861,0.020853288,1.493850562,0.748826431,0.965514145,TRUE
AT3G15090,AT3G15090.1,10,3,182.38,0.598327654,1.219087426,fum2 control,WT cold,GroES-like zinc-binding alcohol dehydrogenase family protein | chr3:5076847-5078870 FORWARD LENGTH=366,7870.762633,6537.189981,5900.216435,5888.831514,7715.630089,8194.391522,7601.191047,9300.852139,5114.140194,2518.699968,3486.915229,4149.070488,4408.292701,5428.221331,4662.529456,5422.309703,6549.250141,465.8270628,8203.016199,387.8419856,3817.20647,546.7618502,4980.338298,262.0713261,0.03426242,1.252512276,0.103505388,1.304707602,0.000463304,1.64708012,0.008930876,1.715718076,0.026104523,0.760444049,TRUE
AT3G19450,AT3G19450.1,9,3,241.95,0.064988019,1.624959255,WT cold,WT control,GroES-like zinc-binding alcohol dehydrogenase family protein | chr3:6744859-6747005 FORWARD LENGTH=365,13596.77754,38570.04914,45510.07359,30671.03761,77978.88296,80792.2657,71071.03121,66511.25081,13371.32624,21999.07205,24980.30633,20678.39854,36577.82013,39003.01458,39186.36208,34464.6594,32086.98447,6868.41871,74088.35767,3248.017053,20257.27579,2465.334955,37307.96405,1118.744346,0.001475661,2.308984745,0.000746788,1.841706873,3.9191E-05,1.98585904,0.156129527,1.583973324,0.481474829,1.162713314,TRUE
AT5G51970,AT5G51970.1,11,7,349.83,0.003141857,2.081795526,fum2 control,fum2 cold,GroES-like zinc-binding alcohol dehydrogenase family protein | chr5:21111820-21113284 FORWARD LENGTH=364,89395.53937,68500.4644,66654.86707,67659.27079,54582.0986,77714.40262,81154.65137,73924.27909,54246.15887,46408.93439,42055.6847,43915.87786,18042.96327,40594.7985,34252.88428,40462.08437,73052.53541,5460.712655,71843.85792,5940.332881,46656.66395,2682.391992,33338.1826,5308.710329,0.88583499,0.983454681,0.0664213,0.714542785,0.002900599,2.155002232,0.004882749,1.565747081,0.001986409,0.456359008,FALSE
AT1G64710,AT1G64710.1,8,4,90.99,0.155331555,1.494188418,fum2 control,WT cold,GroES-like zinc-binding dehydrogenase family protein | chr1:24044638-24046313 FORWARD LENGTH=396,27978.81339,26588.99776,23080.81491,27769.67842,32064.64774,34788.42769,37716.48607,29470.45144,19941.75793,17217.76209,24831.74286,14565.53374,8992.653265,15514.62242,35013.5878,18275.41972,26354.57612,1133.325755,33510.00324,1773.31841,19139.19916,2192.021329,19449.0708,5541.12051,0.014495982,1.27150606,0.960215844,1.016190418,0.052088445,1.722961656,0.026494205,1.376994717,0.267901836,0.737976992,TRUE
AT1G22430,AT1G22430.1,7,3,44.53,0.3351972,2.911010408,WT cold,fum2 cold,GroES-like zinc-binding dehydrogenase family protein | chr1:7919235-7921594 FORWARD LENGTH=388,4320.166349,3066.624934,5645.696859,11551.11385,5107.286893,6982.661023,37380.08278,14219.20716,9286.537294,2263.557991,2751.230256,2814.144285,3094.165006,2915.324223,2710.331801,3037.455005,6145.900499,1877.093904,15922.30946,7417.426668,4278.867456,1673.751247,2939.319009,84.96021016,0.248544654,2.590720345,0.454587356,0.686938551,0.130650569,5.417006257,0.485895193,1.436338134,0.138784251,0.478256849,FALSE
AT5G43940,AT5G43940.1;AT5G43940.2,15,11,613.53,0.214929281,1.325381498,fum2 control,WT cold,GroES-like zinc-binding dehydrogenase family protein | chr5:17684265-17686379 FORWARD LENGTH=379,421637.9602,463042.7403,440244.4818,417009.8897,608953.6693,662968.9104,626949.4539,619290.0295,336962.5968,363745.6815,237108.8361,301008.2018,427984.1322,321344.4412,314476.2158,334713.2465,435483.768,10468.8105,629540.5157,11736.91429,309706.3291,27400.13555,349629.509,26453.95519,1.72817E-05,1.445611896,0.334912106,1.128906568,7.0035E-05,1.800593198,0.005159761,1.4061184,0.023466077,0.802853136,TRUE
AT1G30580,AT1G30580.1,18,12,388.87,0.225340869,1.286208651,fum2 control,WT cold,GTP binding | chr1:10831953-10835454 REVERSE LENGTH=394,119286.0127,130165.1424,135523.2654,104187.6816,186350.6869,143481.6719,203379.2698,142405.7962,105349.1396,84376.8493,63124.66914,70435.59729,107044.3182,115498.0207,136087.35,125407.4819,122290.5255,6915.291337,168904.3562,15387.71339,80821.56382,9288.390639,121009.2927,6272.20395,0.032720007,1.381172871,0.011563611,1.497240179,0.027973313,1.395796574,0.011627732,1.51309279,0.895334387,0.989523041,TRUE
AT1G07920,AT1G07920.1;AT1G07930.2;AT5G60390.2,37,22,1389.12,0.001393817,1.672055326,WT cold,WT control,GTP binding Elongation factor Tu family protein | chr1:2455559-2457001 FORWARD LENGTH=449,4665534.694,4781257.083,5907022.549,4997046.594,12171210.65,12689699.71,12510211.42,11834891.89,2785859.702,4228801.885,3570312.683,3340604.743,5924174.375,5255423.629,6181792.297,5365339.805,5087715.23,281608.2216,12301503.42,189067.4305,3481394.753,298623.879,5681682.526,221863.5925,7.04619E-07,2.41788364,0.001039914,1.632013296,4.77347E-07,2.165116295,0.007861161,1.461401418,0.148640175,1.11674539,TRUE
AT4G02930,AT4G02930.1,22,15,570.14,0.006918602,1.393937217,WT cold,WT control,GTP binding Elongation factor Tu family protein | chr4:1295751-1298354 REVERSE LENGTH=454,163108.1434,177634.8298,228357.1165,180574.371,372195.9115,373787.9298,423721.8914,341118.5337,125294.6001,119088.7666,107918.5953,109407.191,159024.6874,152358.9481,156023.7365,153693.9695,187418.6152,14170.17426,377706.0666,17082.68445,115427.2883,4116.959922,155275.3354,1461.271625,0.000138298,2.015307104,9.7603E-05,1.345222068,1.29128E-05,2.432492357,0.00276975,1.623694172,0.064867312,0.828494732,TRUE
AT5G64300,AT5G64300.1,23,6,269.37,0.001943682,3.393320292,WT cold,fum2 control,GTP cyclohydrolase II | chr5:25718459-25720790 FORWARD LENGTH=543,1623.868534,9376.058127,9134.058573,3979.779092,31212.76064,26551.54303,23697.67296,25786.19781,4159.697305,1722.212056,3205.966817,3137.447187,10662.15203,8758.228717,11131.73245,9093.699392,6028.441081,1924.592493,26812.04361,1586.028453,3056.330842,502.183671,9911.453147,581.0391683,0.000162066,4.447591549,0.000110273,3.242925475,5.77346E-05,2.705157681,0.185729852,1.972443886,0.101636383,1.644115454,TRUE
AT5G18570,AT5G18570.1,13,6,131.4,0.131094969,1.531727211,fum2 control,fum2 cold,GTP1/OBG family protein | chr5:6171839-6174823 REVERSE LENGTH=681,79654.8206,68520.30945,55470.19176,57129.52617,85549.16374,87348.48443,82652.11373,109983.0334,67906.97461,45221.46723,41892.15818,36906.23582,40032.63178,54877.98186,47057.64965,44094.87533,65193.712,5625.595166,91383.19883,6274.954052,47981.70896,6857.987312,46515.78466,3137.302887,0.020911918,1.401717988,0.852292542,0.969448268,0.000688276,1.964563202,0.100380073,1.358720092,0.027344234,0.713501091,TRUE
AT5G57960,AT5G57960.1,8,3,113.1,0.306584998,1.626272577,WT cold,WT control,"GTP-binding protein, HflX | chr5:23463133-23466481 REVERSE LENGTH=540",24274.95052,19850.20458,23417.66249,23306.95716,92104.17553,31296.06679,41581.01561,46750.89944,16112.84876,19117.51686,15846.87646,13885.19201,30583.03315,19960.58897,26154.96292,25865.48238,22712.44369,978.2901795,52933.03934,13446.26277,16240.60852,1079.966666,25641.01686,2179.551012,0.066202718,2.330574379,0.008317808,1.578821189,0.091971479,2.064389242,0.00436957,1.398497086,0.266186502,1.128941351,TRUE
AT1G56050,AT1G56050.1,12,5,499.13,0.516340439,1.267689231,fum2 control,WT control,GTP-binding protein-related | chr1:20963793-20966181 FORWARD LENGTH=421,46823.50276,47965.88816,33741.07647,39840.78027,61769.09921,86332.58581,87859.99151,70346.72647,35167.89294,34172.67531,20818.55913,25003.6354,35190.83739,40130.36811,39811.999,32668.71568,42092.81192,3312.798312,76577.10075,6328.293516,28790.6907,3506.317352,36950.48005,1819.56559,0.002917002,1.819244124,0.084399935,1.283417631,0.000949492,2.072425058,0.032958018,1.462028555,0.222546582,0.877833491,TRUE
AT4G39520,AT4G39520.1,10,5,131.65,0.006358408,4.091370736,fum2 control,WT cold,GTP-binding protein-related | chr4:18371329-18374000 REVERSE LENGTH=369,41870.32065,54033.3435,61231.29118,64106.16011,13277.21852,43993.36588,35103.80487,54657.46107,69339.46959,80749.21201,30679.19129,35176.46313,29275.23981,43520.79624,39155.31218,39608.08725,55310.27886,4955.54365,36757.96259,8788.366775,53986.084,12413.04608,37889.85887,3034.150046,0.115566726,0.664577423,0.254581428,0.701844921,0.907077263,0.970126669,0.924306435,1.024528448,0.024069523,0.685041906,FALSE
AT2G44100,AT2G44100.1,15,4,369.41,0.478958228,1.463348855,fum2 cold,WT cold,guanosine nucleotide diphosphate dissociation inhibitor 1 | chr2:18241804-18244864 FORWARD LENGTH=445,17972.87883,20257.20923,12941.77107,16304.48748,30000.29341,14691.78724,17301.83203,33734.27848,12375.2975,9169.886571,9373.224633,11519.21343,33639.46945,13717.00501,15359.18312,15305.21423,16869.08665,1539.488868,23932.04779,4674.839636,10609.40553,793.0154944,19505.21795,4726.786352,0.20128272,1.418692564,0.112838314,1.838483588,0.530238511,1.226956184,0.011167963,1.590012428,0.614957649,1.156269948,FALSE
AT5G46070,AT5G46070.1,42,16,381.01,0.000216397,2.42691844,WT cold,fum2 cold,Guanylate-binding family protein | chr5:18683468-18688397 FORWARD LENGTH=1082,38740.87243,56549.25643,70306.20087,70635.77342,150425.629,171401.0299,197325.8519,145133.0353,16220.04214,25847.82907,40826.71455,30261.62738,37709.2868,37963.73969,42970.65199,33602.75846,59058.02579,7525.768662,166071.3865,11861.88217,28289.05329,5104.773944,38061.60923,1917.328013,0.000266701,2.812003691,0.123284737,1.345453623,4.03276E-05,4.363225567,0.014793078,2.087663563,0.035407218,0.644478184,TRUE
AT5G42950,AT5G42950.1,18,6,141.34,0.00215942,3.245440066,WT cold,fum2 control,GYF domain-containing protein | chr5:17224436-17231044 FORWARD LENGTH=1714,14641.10015,9455.707924,10988.88242,7539.311157,50795.00463,30465.50219,16957.81026,36971.85657,4834.29117,2543.034297,5209.038051,3826.482071,5129.119651,7672.386607,7478.348168,6676.395219,10656.25041,1504.057958,33797.54341,7033.663478,4103.211397,596.3822828,6739.062411,578.3223117,0.018198005,3.171616854,0.01924807,1.64238733,0.00861832,5.015169967,0.006725111,2.597051281,0.05109953,0.632404659,TRUE
AT2G18960,AT2G18960.1,34,8,1210.18,0.003280929,1.545295222,WT cold,WT control,H(+)-ATPase 1 | chr2:8221858-8227268 FORWARD LENGTH=949,152780.0962,160030.0995,157987.8015,152491.9136,346451.88,373902.6278,330624.9859,344881.0605,83641.86001,107759.4846,93117.08272,108027.6501,159458.3238,148264.0903,144703.5039,140982.8189,155822.4777,1887.269877,348965.1385,9042.656916,98136.51937,5956.26996,148352.1842,3989.303515,7.79505E-07,2.23950449,0.000421927,1.511691929,9.2926E-07,2.352275029,9.11514E-05,1.587813372,0.141454753,0.952058948,TRUE
AT5G62670,AT5G62670.1,24,4,820.79,0.086516959,2.220877663,fum2 cold,WT cold,H(+)-ATPase 11 | chr5:25159495-25164957 FORWARD LENGTH=956,15047.66718,5351.988505,18261.23965,4220.513679,8785.803876,9298.764483,8219.776087,28911.35173,11442.17046,6054.402179,10066.01207,8399.882639,8512.852072,16348.29896,24396.69357,20136.51568,10720.35225,3495.924628,13803.92404,5040.627212,8990.616838,1159.630455,17348.59007,3372.920846,0.633103981,1.287637171,0.057580643,1.929632903,0.580216788,0.795679879,0.65520538,1.192393408,0.221381252,1.61828545,FALSE
AT4G30190,AT4G30190.1;AT4G30190.2,31,3,935.75,0.049813356,1.295274227,fum2 cold,WT cold,H(+)-ATPase 2 | chr4:14770820-14775920 REVERSE LENGTH=948,23598.26336,25946.0153,30357.99086,24441.58676,28487.29223,40548.54164,26536.14876,33620.62237,15276.57635,13075.17145,14704.7853,15078.48266,22176.13678,23675.55104,24936.10969,22784.47986,26085.96407,1504.505181,32298.15125,3129.712321,14533.75394,500.4355709,23393.06934,599.4494315,0.123834714,1.238142902,2.80829E-05,1.609568281,0.031389136,1.380671804,0.000340528,1.79485384,0.147420482,0.896768441,TRUE
AT5G57350,AT5G57350.1,24,5,794.53,0.005224284,1.812434782,WT cold,fum2 control,H(+)-ATPase 3 | chr5:23231208-23236381 REVERSE LENGTH=949,12326.9644,14584.59242,11437.08395,11010.23751,24979.83828,22686.3749,37057.82879,32995.80687,6193.750526,3755.65912,7259.552882,7808.159607,12987.53976,17416.44198,11261.17533,11942.85708,12339.71957,796.9677125,29429.96221,3368.71847,6254.280534,897.7697144,13402.00354,1384.429787,0.002611944,2.384978203,0.004918785,2.142852957,0.004564708,2.195937505,0.002289839,1.97300385,0.530769816,1.086086557,TRUE
AT3G60330,AT3G60330.1,16,3,293.31,0.828216318,1.182846032,fum2 control,fum2 cold,H(+)-ATPase 7 | chr3:22298763-22303509 FORWARD LENGTH=961,46110.84407,57301.78406,48512.62707,48233.74628,68198.58091,77231.5395,77914.95372,74335.4463,15486.76377,32566.81077,32116.63391,37771.91215,38631.01164,33336.79086,35921.47385,38542.45832,50039.75037,2479.368105,74420.13011,2214.20905,29485.53015,4839.478141,36607.93367,1258.531963,0.000328422,1.487220251,0.204213078,1.241555891,5.87409E-06,2.032896224,0.009180393,1.697095155,0.002908116,0.731577064,TRUE
AT1G04040,AT1G04040.1,14,4,214.66,0.142340057,3.333624695,WT control,fum2 cold,"HAD superfamily, subfamily IIIB acid phosphatase  | chr1:1042564-1043819 REVERSE LENGTH=271",18162.21414,3305.050069,3757.132999,9581.014936,4286.59426,6358.616543,1241.799804,8279.891091,2537.8293,3646.177187,3518.898021,2643.895487,1129.219844,2072.287055,3729.943532,1977.032105,8701.353037,3462.261971,5041.725425,1506.363637,3086.699999,288.2627177,2227.120634,543.9347782,0.369856303,0.579418557,0.212087413,0.721521572,0.129357202,2.26378641,0.157204267,2.818982421,0.114219131,0.255951072,FALSE
AT4G29260,AT4G29260.1,7,3,182.76,0.016205199,2.239577094,WT control,fum2 cold,"HAD superfamily, subfamily IIIB acid phosphatase  | chr4:14422310-14423409 REVERSE LENGTH=255",27380.10798,13773.36728,9671.247507,19395.92615,6602.493936,13653.98758,18197.00463,13538.57129,10389.75404,5820.179226,9134.469647,9094.195901,6314.254318,5841.725562,7419.080342,6422.467342,17555.16223,3833.797674,12998.01436,2391.907955,8609.649703,977.2468974,6499.381891,331.4796568,0.352142885,0.740409812,0.086845724,0.754895044,0.03599491,1.999884693,0.064456931,2.039010045,0.028313952,0.370226251,FALSE
AT5G44020,AT5G44020.1,10,5,485.98,0.203030611,1.406297138,WT control,fum2 cold,"HAD superfamily, subfamily IIIB acid phosphatase  | chr5:17712433-17714046 FORWARD LENGTH=272",490632.6598,214699.1542,253756.1395,351463.3077,356849.7548,406173.0553,382437.4461,335547.6925,180470.4471,167712.895,192984.0612,166920.5788,173683.2536,199228.2652,191580.8479,201724.9487,327637.8153,61473.98951,370251.9872,15337.36299,177021.9955,6160.203818,191554.3288,6335.790151,0.526248784,1.130064876,0.151174233,1.082093377,3.79163E-05,1.932882381,0.050618385,1.850831104,0.069908205,0.584652686,FALSE
AT5G48960,AT5G48960.1,22,12,450.33,0.205009181,1.195988349,WT cold,fum2 control,"HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase | chr5:19849645-19853382 FORWARD LENGTH=642",81529.97282,69908.06482,73225.64074,81335.35569,121561.8046,104479.3037,126930.5886,103785.0873,31179.94803,29948.72729,47655.10326,38524.70608,68139.62642,52849.18657,57184.24627,52981.23486,76499.75852,2927.688635,114189.196,5910.625522,36827.12117,4075.637553,57788.57353,3594.179972,0.001244294,1.492673941,0.008387342,1.569185201,0.000183114,1.975982259,0.000217278,2.077266865,0.006830958,0.755408575,TRUE
AT5G32470,AT5G32470.1,12,3,119.61,0.38800721,1.298820538,fum2 control,WT control,"Haem oxygenase-like, multi-helical | chr5:12085328-12088569 REVERSE LENGTH=617",9154.190633,18079.20372,14904.27901,11475.01848,18953.70373,21029.57312,19960.97337,19337.39611,8368.231478,11795.6874,10147.99042,7153.194041,10500.22521,13352.24384,11002.69225,13283.67653,13403.17296,1955.552215,19820.41158,453.3500925,9366.275833,1016.814544,12034.70946,748.0818259,0.018676042,1.478785034,0.078951049,1.28489804,0.000112062,1.646937273,0.116739974,1.431003442,0.537601364,0.897900034,TRUE
AT3G10520,AT3G10520.1,9,3,152.47,0.174524988,1.671663716,fum2 control,fum2 cold,haemoglobin 2 | chr3:3276516-3277765 REVERSE LENGTH=158,11430.09728,31457.98915,22692.46087,21455.8778,28587.40584,28764.63474,29775.71068,22238.17345,10556.81755,16739.73769,10969.68205,17508.81854,11463.09756,15115.33731,12306.57718,10892.2741,21759.10628,4099.998518,27341.48118,1721.116822,13943.76396,1844.895039,12444.32154,936.5250711,0.256001947,1.256553501,0.495900497,0.892465017,0.000269599,2.197105008,0.13282134,1.560490147,0.068682827,0.571913266,FALSE
AT2G33255,AT2G33255.1,3,3,91.92,0.089639552,1.424898238,WT cold,fum2 cold,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein | chr2:14098795-14100358 FORWARD LENGTH=245,14630.77229,20205.48209,15853.96059,17196.85923,33052.00201,37942.43931,25764.5015,29080.05771,15408.4918,8274.486433,10438.86441,10747.63415,12861.08115,12999.00509,11508.29163,11938.79524,16971.76855,1198.517389,31459.75013,2624.552629,11217.3692,1501.465628,12326.79328,360.3030743,0.002400764,1.853651847,0.499461761,1.098902342,0.00035725,2.552143889,0.02415497,1.512990101,0.009951745,0.726311653,TRUE
AT3G48420,AT3G48420.1,13,8,351.47,0.022278718,1.568930461,WT control,fum2 cold,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein | chr3:17929743-17931551 FORWARD LENGTH=319,135749.7537,117991.7762,99651.80324,136192.2093,127045.5913,142285.1395,149805.4381,166657.6515,40221.48258,55042.39634,59117.062,63878.24633,60554.21167,69079.49878,57413.30436,66455.84943,122396.3856,8685.974337,146448.4551,8233.494982,54564.79681,5110.628017,63375.71606,2669.762773,0.091195784,1.196509638,0.177350605,1.161476259,7.31673E-05,2.31079764,0.000523509,2.243138301,0.000633796,0.517790748,FALSE
AT4G39970,AT4G39970.1,11,5,404.46,0.490664581,1.268323463,fum2 control,fum2 cold,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein | chr4:18536678-18538429 REVERSE LENGTH=316,13577.11205,28102.61006,22498.41106,13962.0477,25654.44407,30249.19656,36712.42149,21990.6837,10016.68943,10621.07595,12366.36837,12200.49661,7007.88008,14295.9611,15653.89244,15623.66742,19535.04522,3520.653035,28651.68645,3173.850283,11301.15759,581.3672218,13145.35026,2070.170792,0.102793133,1.466681348,0.424007884,1.163186174,0.006413968,2.179606164,0.060476465,1.728587985,0.168736124,0.672911176,FALSE
AT5G45170,AT5G45170.1,13,8,471.26,0.011296213,1.37021336,WT cold,fum2 cold,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein | chr5:18270555-18273129 REVERSE LENGTH=372,56831.88711,50138.31867,57648.20289,59022.25158,83160.92017,94109.99629,99491.84439,127588.7713,38667.59457,30894.54131,39155.96077,33532.08838,39104.61732,42730.89278,40666.39795,41536.06346,55910.16506,1976.310542,101087.883,9464.456835,35562.54626,2009.70525,41009.49288,763.0399301,0.003422075,1.80804122,0.044449057,1.153165259,0.000728658,2.464987395,0.000358141,1.572164284,0.000412617,0.733489032,TRUE
AT5G10460,AT5G10460.1,3,3,50.38,0.567023147,2.382599523,WT control,fum2 cold,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein | chr5:3287822-3289844 FORWARD LENGTH=306,48025.05724,8155.32545,5901.033117,24396.23046,6316.355836,17643.0722,20178.4019,14078.33247,6019.159065,3730.733811,7269.22425,5711.618367,12087.8111,4350.4612,7000.263722,7007.366076,21619.41157,9718.186914,14554.0406,3017.467271,5682.683873,732.6477196,7611.475524,1617.87728,0.513450127,0.673193188,0.319168154,1.339415617,0.088944593,1.912118164,0.153114358,3.804436785,0.204906848,0.35206673,FALSE
AT1G56500,AT1G56500.1,33,18,863.32,0.788842069,1.07689853,fum2 control,fum2 cold,haloacid dehalogenase-like hydrolase family protein | chr1:21159775-21167092 FORWARD LENGTH=1055,111806.4299,129222.1565,107705.4142,107020.8494,166317.3532,180453.5942,165417.6764,180327.6403,74534.81729,51133.52338,70776.73673,73417.12026,67478.50234,95227.80482,95822.32521,107770.4412,113938.7125,5202.89284,173129.066,4196.557576,67465.54941,5500.717982,91574.76838,8535.788715,0.000115355,1.519492912,0.055203527,1.357356001,0.000138235,1.890576073,0.000855851,1.688842876,0.066604861,0.803719529,TRUE
